[00:00:00.000 --> 00:00:22.800]  (拍攝中)
[00:35:33.200 --> 00:35:35.800]  就是說
[00:35:35.800 --> 00:35:40.600]  我這邊寫的是一個這種極端的一種思想
[00:35:40.600 --> 00:35:44.400]  因為畢竟不可能每一次的買入一定是正確的
[00:35:44.400 --> 00:35:45.700]  那麼從極端思想來講說
[00:35:45.700 --> 00:35:48.000]  我如果買完進去之後
[00:35:48.000 --> 00:35:50.700]  買進去這個本金沒了
[00:35:50.700 --> 00:35:53.300]  晚上能不能睡得著
[00:35:53.300 --> 00:35:54.600]  如果說你確定
[00:35:54.600 --> 00:35:55.800]  除了在這種極端思想之下
[00:35:55.800 --> 00:35:57.300]  你如果說你買進去了
[00:35:57.300 --> 00:35:58.600]  可能波動10%
[00:35:58.600 --> 00:36:00.700]  或者是7、8個點
[00:36:00.700 --> 00:36:01.600]  你就很焦慮
[00:36:01.600 --> 00:36:03.600]  然後飯是不是不好
[00:36:03.600 --> 00:36:06.000]  然後晚上也顯得很焦慮的話
[00:36:06.000 --> 00:36:07.800]  那這個這個金額大小
[00:36:07.800 --> 00:36:11.200]  可能要稍微是向下調一點
[00:36:11.200 --> 00:36:14.300]  就不要就是本金不要壓得特別特別的多
[00:36:14.300 --> 00:36:16.100]  然後最後就是
[00:36:16.100 --> 00:36:20.500]  我個人的一個一個投資觀點
[00:36:20.500 --> 00:36:21.400]  快了投資
[00:36:21.400 --> 00:36:23.300]  我還要找你睡
[00:36:23.300 --> 00:36:24.100]  好 謝謝大家
[00:36:24.100 --> 00:36:27.600]  (掌聲)
[00:36:27.600 --> 00:36:36.300]  子涵的分享
[00:36:36.300 --> 00:36:37.900]  就是嘛 也真的是非常棒
[00:36:37.900 --> 00:36:38.900]  就大家可以聽一下
[00:36:38.900 --> 00:36:40.200]  因為我們兩個
[00:36:40.200 --> 00:36:41.500]  我們兩個人呢
[00:36:41.500 --> 00:36:43.700]  其實著眼點是不一樣的
[00:36:43.700 --> 00:36:46.000]  就是其實他的著眼點我都中啊
[00:36:46.000 --> 00:36:46.900]  就大家說的這些
[00:36:46.900 --> 00:36:48.300]  我就是不會講
[00:36:48.300 --> 00:36:49.900]  我都要看的
[00:36:49.900 --> 00:36:51.800]  對吧 就是每個維度
[00:36:51.800 --> 00:36:54.600]  因為做股票本身就是一個綜合的事情
[00:36:54.600 --> 00:36:55.800]  但我覺得子涵的分享
[00:36:55.800 --> 00:36:57.200]  大家也可以做一些參考
[00:36:57.200 --> 00:36:59.300]  就是因為我跟大家是教技術
[00:36:59.300 --> 00:37:00.300]  我一直在強調
[00:37:00.300 --> 00:37:02.900]  我教技術並不是我只看技術
[00:37:02.900 --> 00:37:04.000]  我也要看的
[00:37:04.000 --> 00:37:06.000]  對吧 就是公司行業的發展
[00:37:06.000 --> 00:37:07.500]  那子涵從這幾個
[00:37:07.500 --> 00:37:10.100]  就是我們說叫什麼安全墊
[00:37:10.100 --> 00:37:11.700]  就是增強你的確定性上
[00:37:11.700 --> 00:37:12.400]  大家也一樣
[00:37:12.400 --> 00:37:13.900]  我相信大家也都在看
[00:37:13.900 --> 00:37:16.200]  那這幾個其實都是關鍵點
[00:37:16.200 --> 00:37:17.600]  對吧 都是核心關鍵點
[00:37:17.600 --> 00:37:19.700]  就我們說抓就抓主要矛盾
[00:37:19.700 --> 00:37:21.400]  放次要矛盾
[00:37:21.400 --> 00:37:25.500]  他跟大家分享的就是我們抓的主要矛盾
[00:37:25.500 --> 00:37:27.200]  那通過子涵的這幾個
[00:37:27.200 --> 00:37:28.500]  所以我覺得他今天特別棒
[00:37:28.500 --> 00:37:29.900]  很真實對吧
[00:37:29.900 --> 00:37:31.200]  把他做得好的
[00:37:31.200 --> 00:37:34.000]  對吧 虧錢的 失敗的
[00:37:34.000 --> 00:37:36.700]  因為他操作頻率是很低的
[00:37:36.700 --> 00:37:39.200]  可能我們在做的也是操作頻率很低的
[00:37:39.200 --> 00:37:41.900]  所以我們最終會發現
[00:37:41.900 --> 00:37:42.900]  不管你怎麼樣
[00:37:42.900 --> 00:37:47.300]  最終歸於於於私民體制
[00:37:47.300 --> 00:37:49.500]  對吧 這種多的歸於
[00:37:49.500 --> 00:37:52.800]  歸於我跟大家分享的符合這些要求
[00:37:52.800 --> 00:37:56.000]  符合我們的每一個環節
[00:37:56.000 --> 00:37:57.100]  大家認同吧
[00:37:57.100 --> 00:37:58.800]  所以你看不管是第一個
[00:37:58.800 --> 00:37:59.800]  我們就
[00:37:59.800 --> 00:38:01.500]  我其實不想說他
[00:38:01.500 --> 00:38:03.400]  對吧 第一個
[00:38:03.400 --> 00:38:04.300]  大足激光
[00:38:04.300 --> 00:38:06.700]  他其實也不完全符合
[00:38:06.700 --> 00:38:07.600]  是不是這樣
[00:38:07.600 --> 00:38:09.000]  因為最早的時候
[00:38:09.000 --> 00:38:11.700]  子涵會非常把公司研究非常細緻
[00:38:11.700 --> 00:38:13.400]  去看未來的成長
[00:38:13.400 --> 00:38:16.300]  那因為這也是一個學習的過程嘛
[00:38:16.300 --> 00:38:19.300]  那我覺得這兩個對他的人生
[00:38:19.300 --> 00:38:22.000]  可以說起到一個絕對性的一個
[00:38:22.000 --> 00:38:23.600]  地基一樣的作用
[00:38:23.600 --> 00:38:25.000]  我相信他的這個成長
[00:38:25.000 --> 00:38:26.500]  絕對是前例無限的
[00:38:26.500 --> 00:38:27.300]  大家就可以看到
[00:38:27.300 --> 00:38:28.800]  他並不是完全符合
[00:38:28.800 --> 00:38:30.500]  或者是我們從競端來講
[00:38:30.500 --> 00:38:31.900]  他這裡就是符合的
[00:38:31.900 --> 00:38:34.500]  所以他還沒有持續三個月的上漲
[00:38:34.500 --> 00:38:35.400]  是這樣吧
[00:38:35.400 --> 00:38:36.100]  他有符合
[00:38:36.100 --> 00:38:37.600]  但是他符合中有問題
[00:38:37.600 --> 00:38:39.500]  所以還能持續三個月的上漲
[00:38:39.500 --> 00:38:42.600]  而第二個是完全什麼
[00:38:42.600 --> 00:38:43.600]  完全不符合
[00:38:43.600 --> 00:38:46.000]  就是就像剛才他非常好的
[00:38:46.000 --> 00:38:47.200]  就是我就
[00:38:47.200 --> 00:38:48.200]  這確實啊
[00:38:48.200 --> 00:38:50.000]  就是如果研究公司的
[00:38:50.000 --> 00:38:52.500]  公司的朋友沒有學技術面的
[00:38:52.500 --> 00:38:53.600]  確實便宜啊
[00:38:53.600 --> 00:38:55.800]  真的已經價值到的那個點了呀
[00:38:55.800 --> 00:38:56.100]  對吧
[00:38:56.100 --> 00:38:58.900]  就確實抵抗不住這個誘惑力
[00:38:58.900 --> 00:39:00.400]  就像我有的時候看到一個
[00:39:00.400 --> 00:39:02.100]  三浪二默契的薯條
[00:39:02.100 --> 00:39:03.900]  我就抵抗不住那個誘惑力
[00:39:03.900 --> 00:39:06.100]  就覺得我要所有的錢給殺進去的
[00:39:06.100 --> 00:39:07.700]  那種衝動啊那種心理啊
[00:39:07.700 --> 00:39:08.500]  跟你講
[00:39:08.500 --> 00:39:11.300]  全身細胞都在說要買的那種感覺
[00:39:11.300 --> 00:39:12.500]  對每個人有每個人
[00:39:12.500 --> 00:39:14.500]  最有感受的那個點
[00:39:14.500 --> 00:39:15.800]  那那最終
[00:39:15.800 --> 00:39:16.100]  對吧
[00:39:16.100 --> 00:39:17.300]  通過我們學習下來之後
[00:39:17.300 --> 00:39:19.300]  不管多優秀的企業
[00:39:19.300 --> 00:39:20.700]  他都必須什麼
[00:39:20.700 --> 00:39:24.000]  從走勢上去呈現出來
[00:39:24.000 --> 00:39:25.600]  不管多優秀的企業
[00:39:25.600 --> 00:39:27.900]  所以這套體系大家
[00:39:27.900 --> 00:39:29.900]  就慢慢去打磨
[00:39:29.900 --> 00:39:31.200]  咱們接下來呢就
[00:39:31.200 --> 00:39:33.100]  延續今天上午所講的
[00:39:33.100 --> 00:39:34.900]  我們再次把掌聲給到子涵好不好
[00:39:34.900 --> 00:39:38.700]  上次我們在副訓的時候呢
[00:39:38.700 --> 00:39:39.800]  再請你分享
[00:39:39.800 --> 00:39:41.900]  反正他跟我弟弟一樣的
[00:39:41.900 --> 00:39:42.200]  對吧
[00:39:42.200 --> 00:39:43.600]  我他他還有他弟弟
[00:39:43.600 --> 00:39:44.800]  我們像三姐妹
[00:39:44.800 --> 00:39:46.700]  三兄妹一樣的
[00:39:46.700 --> 00:39:47.800]  這個姐弟姐弟
[00:39:47.800 --> 00:39:49.600]  就是我們在杭州是姐弟關係
[00:39:49.600 --> 00:39:51.000]  不是血緣欺辱
[00:39:51.000 --> 00:39:53.100]  欺比血緣還要親的感情
[00:39:53.100 --> 00:39:54.500]  所以每次我副訓的時候
[00:39:54.500 --> 00:39:55.100]  有安排的時候
[00:39:55.100 --> 00:39:57.200]  我都要子涵來跟大家分享分享
[00:39:57.200 --> 00:39:58.300]  因為他有成長
[00:39:58.300 --> 00:39:59.500]  我有成長他有成長
[00:39:59.500 --> 00:40:00.500]  我們把我們成長的
[00:40:00.500 --> 00:40:02.900]  跟大家進行一個分享
[00:40:02.900 --> 00:40:05.200]  咱們來繼續回到
[00:40:05.200 --> 00:40:07.300]  這個
[00:40:07.300 --> 00:40:11.100]  我們說的K線組合的有效線上
[00:40:11.100 --> 00:40:15.600]  繼續回到我們K線組合的有效線上
[00:40:15.600 --> 00:40:18.000]  來我們直接看案例好不好
[00:40:18.000 --> 00:40:19.300]  直接看大家圖骨上的
[00:40:19.300 --> 00:40:21.500]  這樣你們回家也可以看
[00:40:21.500 --> 00:40:25.000]  回家還也可以看
[00:40:25.000 --> 00:40:27.600]  我們就先看
[00:40:27.600 --> 00:40:29.300]  先看日線的分時
[00:40:29.300 --> 00:40:31.100]  有的時候是可以開盤買的
[00:40:31.100 --> 00:40:33.400]  這個大家細節點就得你自己去感受
[00:40:33.400 --> 00:40:35.300]  比如開盤就過了那個關鍵位置
[00:40:35.300 --> 00:40:36.100]  對不對
[00:40:36.100 --> 00:40:37.900]  那肯定就開盤可以買吧
[00:40:37.900 --> 00:40:39.000]  大家認同吧
[00:40:39.000 --> 00:40:40.400]  那麼如果說他收盤
[00:40:40.400 --> 00:40:42.900]  因為這回到了我們
[00:40:42.900 --> 00:40:50.600]  K線的強弱裡面
[00:40:50.600 --> 00:40:54.500]  奧馬電器更名為TCL自家了
[00:40:54.500 --> 00:40:56.000]  被收購了嗎
[00:40:56.000 --> 00:40:57.600]  還是怎樣沒看
[00:40:57.600 --> 00:40:58.600]  我們來看一下這一天
[00:40:58.600 --> 00:41:00.900]  是不是一個啟動的一個陽線
[00:41:00.900 --> 00:41:02.800]  那打開看一下他的分時
[00:41:02.800 --> 00:41:03.600]  這個分時
[00:41:03.600 --> 00:41:05.200]  大家可以看到這個分時的組成
[00:41:05.200 --> 00:41:06.800]  就是我跟他說說的
[00:41:06.800 --> 00:41:09.200]  你早上往上衝沒問題的
[00:41:09.200 --> 00:41:11.400]  但是買不要買在這
[00:41:11.400 --> 00:41:12.500]  因為你太快了
[00:41:12.500 --> 00:41:14.700]  今天還有三個半小時呢
[00:41:14.700 --> 00:41:16.100]  你就有意思吧
[00:41:16.100 --> 00:41:18.100]  那你要想想看他三個半小時
[00:41:18.100 --> 00:41:19.500]  空不空的牢
[00:41:19.500 --> 00:41:21.000]  不要偷偷偷空不牢
[00:41:21.000 --> 00:41:22.100]  壓到了這裡來了
[00:41:22.100 --> 00:41:23.200]  那他就什麼
[00:41:23.200 --> 00:41:25.000]  他解決問題的時候就有問題
[00:41:25.000 --> 00:41:26.400]  就不對
[00:41:26.400 --> 00:41:27.400]  就不對付
[00:41:27.400 --> 00:41:28.800]  所以像這種整個時候的時候
[00:41:28.800 --> 00:41:30.300]  你基本上可以到這個位置的時候
[00:41:30.300 --> 00:41:32.000]  你就可以考慮買
[00:41:32.000 --> 00:41:33.100]  因為你再怎麼變
[00:41:33.100 --> 00:41:34.000]  你最後半個小時
[00:41:34.000 --> 00:41:35.900]  不會有什麼太大的變化了
[00:41:35.900 --> 00:41:37.100]  如果你有太大的變化
[00:41:37.100 --> 00:41:39.000]  除非是當天的盤面大跳水
[00:41:39.000 --> 00:41:40.400]  你實在扛不住
[00:41:40.400 --> 00:41:42.400]  那別人大跳水跳出大陰線
[00:41:42.400 --> 00:41:43.900]  他大跳水最多
[00:41:43.900 --> 00:41:47.100]  也最起碼還能收出兩個點左右出來
[00:41:47.100 --> 00:41:48.400]  大家能理解我意思沒有
[00:41:48.400 --> 00:41:49.500]  那只有這種可能
[00:41:49.500 --> 00:41:51.700]  只要沒有這種意外的突發的
[00:41:51.700 --> 00:41:53.900]  他今天基本上是進攻收牢的
[00:41:53.900 --> 00:41:55.900]  這就是我們所講的
[00:41:55.900 --> 00:41:57.500]  就是日K線的進攻
[00:41:57.500 --> 00:42:00.300]  分時的有效性
[00:42:00.300 --> 00:42:02.300]  我們再來看一個
[00:42:10.700 --> 00:42:12.700]  沒網嗎
[00:42:12.700 --> 00:42:21.600]  來個電機是在這裡
[00:42:21.600 --> 00:42:22.500]  來看這一天
[00:42:22.500 --> 00:42:23.600]  我們先看這一天
[00:42:23.600 --> 00:42:24.900]  是不是對這個
[00:42:24.900 --> 00:42:27.300]  前面進行一個懷抱
[00:42:27.300 --> 00:42:29.000]  來看這個
[00:42:29.000 --> 00:42:30.500]  這是不是一個進攻牙
[00:42:30.500 --> 00:42:32.600]  對的這個分時是不是健康的
[00:42:32.600 --> 00:42:33.400]  是
[00:42:33.400 --> 00:42:34.400]  就是我們說的
[00:42:34.400 --> 00:42:35.500]  就是
[00:42:35.500 --> 00:42:37.000]  就像我們現在最近的指數
[00:42:37.000 --> 00:42:38.100]  就什麼
[00:42:38.100 --> 00:42:40.600]  就跟我們以往的指數就不一樣
[00:42:40.600 --> 00:42:42.000]  以往的指數往上漲
[00:42:42.000 --> 00:42:43.100]  有幾個板塊
[00:42:43.100 --> 00:42:44.900]  是走主聲對動牠的上漲
[00:42:44.900 --> 00:42:46.300]  是非常健康的
[00:42:46.300 --> 00:42:48.200]  最近我們的上漲很漂亮
[00:42:48.200 --> 00:42:49.400]  但是我們是什麼
[00:42:49.400 --> 00:42:50.800]  輪動的
[00:42:50.800 --> 00:42:51.200]  對吧
[00:42:51.200 --> 00:42:52.500]  像接地賽一樣輪動著
[00:42:52.500 --> 00:42:53.900]  就沒那麼健康
[00:42:53.900 --> 00:42:55.200]  所以為什麼我們會感覺到
[00:42:55.200 --> 00:42:56.900]  操作難度會大就在這
[00:42:56.900 --> 00:42:57.900]  就是我們叫
[00:42:57.900 --> 00:42:59.500]  就是同樣的日K線
[00:42:59.500 --> 00:43:00.600]  他是這樣走出來的
[00:43:00.600 --> 00:43:02.700]  他的分時健不健康很重要
[00:43:02.700 --> 00:43:04.700]  是不是這樣積極健康的一個
[00:43:04.700 --> 00:43:09.100]  再來看這一個
[00:43:09.100 --> 00:43:10.800]  對吧你看到往上衝衝衝衝衝
[00:43:10.800 --> 00:43:12.400]  這是非常健康的對不對
[00:43:12.400 --> 00:43:13.500]  最後收盤你看
[00:43:13.500 --> 00:43:15.300]  收盤收住對不對
[00:43:15.300 --> 00:43:16.900]  那我跟大家講
[00:43:16.900 --> 00:43:18.500]  我們在買的時候
[00:43:18.500 --> 00:43:21.200]  只要你分時相對健康就可以
[00:43:21.200 --> 00:43:22.800]  上一線是會有的
[00:43:22.800 --> 00:43:25.200]  你不要被這裡給嚇住了
[00:43:25.200 --> 00:43:26.600]  就像我們所講的
[00:43:26.600 --> 00:43:28.800]  你不要一個E線
[00:43:28.800 --> 00:43:29.700]  就嚇住了
[00:43:29.700 --> 00:43:31.000]  那個E線在5天線上
[00:43:31.000 --> 00:43:32.300]  你就把它嚇住了
[00:43:32.300 --> 00:43:33.700]  你主要是看這個K線
[00:43:33.700 --> 00:43:35.800]  它解決了什麼問題
[00:43:35.800 --> 00:43:37.200]  大家能理解有意思沒有
[00:43:37.200 --> 00:43:38.500]  不要打到微觀
[00:43:38.500 --> 00:43:40.300]  這裡直線下來嚇住了不敢買了
[00:43:40.300 --> 00:43:41.500]  我就是因為那個分時上的
[00:43:41.500 --> 00:43:42.500]  這麼一個往下打
[00:43:42.500 --> 00:43:43.400]  把我嚇住了
[00:43:43.400 --> 00:43:46.400]  那這個就是你還是要去思考一下
[00:43:46.400 --> 00:43:47.500]  就是一些細節點
[00:43:47.500 --> 00:43:49.000]  自己去打磨思考一下
[00:43:49.000 --> 00:43:50.900]  日線上就這樣跟大家分享
[00:43:50.900 --> 00:43:52.400]  然後我們再來看周線
[00:43:52.400 --> 00:44:05.700]  周線我們可以來看
[00:44:05.700 --> 00:44:06.800]  這裡有兩段
[00:44:06.800 --> 00:44:08.100]  對吧包括這一根
[00:44:08.100 --> 00:44:09.300]  這是不是一一周
[00:44:09.300 --> 00:44:10.600]  這是不是一個有效扭轉
[00:44:10.600 --> 00:44:12.100]  其實這是一個月線的有效扭轉
[00:44:12.100 --> 00:44:13.000]  大家可以看
[00:44:13.000 --> 00:44:15.300]  大家可以看
[00:44:15.300 --> 00:44:17.400]  這是不是一個月線的有空轉多
[00:44:17.400 --> 00:44:19.700]  那麼這個月是10月份
[00:44:19.700 --> 00:44:21.200]  我們來看一下10月份
[00:44:21.200 --> 00:44:23.700]  10月份是由那個幾周的
[00:44:23.700 --> 00:44:26.300]  10月份的幾周的K線組合形成的
[00:44:26.300 --> 00:44:27.900]  這是9月30號
[00:44:27.900 --> 00:44:29.400]  就是我們說的細節
[00:44:29.400 --> 00:44:30.500]  9月30號對不對
[00:44:30.500 --> 00:44:32.400]  這是不是10月份的第一周
[00:44:32.400 --> 00:44:33.900]  因為11是有一個假期的
[00:44:33.900 --> 00:44:35.400]  所以10月份是三個
[00:44:35.400 --> 00:44:37.100]  或三個半個周末對不對
[00:44:37.100 --> 00:44:38.900]  第二周第三周
[00:44:38.900 --> 00:44:41.800]  這一周基本上已經接近11月份了對不對
[00:44:41.800 --> 00:44:42.700]  那請問大家
[00:44:42.700 --> 00:44:45.100]  這個月線回到這個周線的組合
[00:44:45.100 --> 00:44:46.500]  是有效還是無效的
[00:44:46.500 --> 00:44:47.500]  還是有問題的
[00:44:47.500 --> 00:44:50.000]  是不是有效的
[00:44:50.000 --> 00:44:51.000]  這個能理解有意思沒有
[00:44:51.000 --> 00:44:52.400]  就是你好的
[00:44:52.400 --> 00:44:54.800]  你還得給我看他的整個什麼周線
[00:44:54.800 --> 00:44:57.100]  K線的排列組合是不是健康的
[00:44:57.100 --> 00:44:58.800]  那我們來看這是不是一個周線
[00:44:58.800 --> 00:45:00.500]  對吧這是一個周線
[00:45:00.500 --> 00:45:01.900]  1月20號的這一周
[00:45:01.900 --> 00:45:03.900]  那你再回到1月20號這一周
[00:45:03.900 --> 00:45:05.800]  它的周K線是怎麼組成的
[00:45:06.600 --> 00:45:08.500]  1月20號我們就往後退啊
[00:45:08.500 --> 00:45:09.300]  這是週五
[00:45:09.300 --> 00:45:11.400]  沒有這是週五
[00:45:11.400 --> 00:45:12.500]  週四
[00:45:12.500 --> 00:45:14.400]  週三週二週一
[00:45:14.400 --> 00:45:17.000]  這個週線的日K線的排列組合
[00:45:17.000 --> 00:45:18.700]  是健康還是不健康的
[00:45:18.700 --> 00:45:19.800]  非常健康對不對
[00:45:19.800 --> 00:45:22.200]  停留兩天兩天主進攻對不對
[00:45:22.200 --> 00:45:24.400]  然後什麼而且進攻都是放量的
[00:45:24.400 --> 00:45:25.600]  所以你看他整個調整
[00:45:25.600 --> 00:45:29.000]  這兩根K線是不是就把這裡的調整全部給幹掉了
[00:45:29.000 --> 00:45:30.300]  我們說的這並不是
[00:45:30.300 --> 00:45:32.300]  這是哎我我這裡要問一下大家
[00:45:32.300 --> 00:45:35.300]  這是一個破壞性K線呢
[00:45:35.900 --> 00:45:37.800]  還是一個分歧性K線
[00:45:37.800 --> 00:45:40.400]  嗯
[00:45:40.400 --> 00:45:44.500]  這是一個破壞性K線還是分歧性K線
[00:45:44.500 --> 00:45:49.600]  這是一個分歧性K線
[00:45:49.600 --> 00:45:52.900]  破壞是要往下跌的
[00:45:52.900 --> 00:45:56.200]  這是一個先高開高開就是上漲
[00:45:56.200 --> 00:45:58.500]  對吧高開往下跌
[00:45:58.500 --> 00:46:00.500]  是一個分歧
[00:46:00.500 --> 00:46:05.400]  因為它並沒有這個音線並沒有把這個陽線給破壞
[00:46:06.500 --> 00:46:08.000]  雖然它音線很嚇人
[00:46:08.000 --> 00:46:11.500]  但這個音線還是在這個陽線的一半的上方
[00:46:11.500 --> 00:46:14.200]  它是高開往下這叫分歧不叫破壞
[00:46:14.200 --> 00:46:16.200]  啊所以我們可以看看啊就是
[00:46:16.200 --> 00:46:18.000]  它實際上這兩根對應的是什麼
[00:46:18.000 --> 00:46:20.000]  是這一個小波段的一個破壞
[00:46:20.000 --> 00:46:21.600]  幾根K線組合的破壞對不對
[00:46:21.600 --> 00:46:22.800]  你就連到這個K線
[00:46:22.800 --> 00:46:24.700]  基本上後面都是在這個區間震盪
[00:46:24.700 --> 00:46:26.200]  那最終的買點在哪裡
[00:46:26.200 --> 00:46:27.500]  是不是又是破壞
[00:46:27.500 --> 00:46:29.500]  這天買點確認沒有
[00:46:29.500 --> 00:46:34.600]  這天是不是買點確認的請問大家本身結構123132
[00:46:35.200 --> 00:46:36.200]  這有沒有確認
[00:46:36.200 --> 00:46:39.600]  是不是你這個陽線對這個音線進行反攻啊
[00:46:39.600 --> 00:46:40.900]  但是不要畫圖畫的
[00:46:40.900 --> 00:46:44.100]  畫多了我就必須啪一下把那都給兇掉啊
[00:46:44.100 --> 00:46:45.800]  是不是這樣子
[00:46:45.800 --> 00:46:49.600]  這一天出來是不是是不是買點就確認了以這個音線的什麼
[00:46:49.600 --> 00:46:51.100]  開盤價
[00:46:51.100 --> 00:46:52.600]  你再來看後面
[00:46:52.600 --> 00:46:55.600]  對吧回正好打到這個音線的開盤價三分之一呢
[00:46:55.600 --> 00:46:58.900]  是不是就不就不下去就收起來的
[00:46:58.900 --> 00:47:00.000]  然後再來看
[00:47:00.000 --> 00:47:01.600]  是不是還在這個區間收盤
[00:47:01.600 --> 00:47:04.200]  是不是還在我說畫一個是受看
[00:47:05.100 --> 00:47:07.000]  就是最高價一個是音線的什麼
[00:47:07.000 --> 00:47:10.000]  三分之一最多二分之一基本上三分之一左右
[00:47:10.000 --> 00:47:11.200]  那這個位置就是人嗎
[00:47:11.200 --> 00:47:13.200]  你這個陽線是屬於幾號線的上穿
[00:47:13.200 --> 00:47:14.400]  3號吧
[00:47:14.400 --> 00:47:16.100]  3號我們說的什麼
[00:47:16.100 --> 00:47:20.000]  對吧對5對5和10是不是4號
[00:47:20.000 --> 00:47:23.100]  回彩不破立馬需要接一個什麼
[00:47:23.100 --> 00:47:25.700]  後量超前量
[00:47:25.700 --> 00:47:28.300]  還在這裡扛著對吧這個這個音線扛著
[00:47:28.300 --> 00:47:30.100]  扛著
[00:47:30.100 --> 00:47:31.700]  起來
[00:47:31.700 --> 00:47:33.000]  起來
[00:47:34.300 --> 00:47:36.500]  這是不是又是一個k線的一個小小
[00:47:36.500 --> 00:47:38.700]  對於這個幾根k線的一個拐點
[00:47:38.700 --> 00:47:40.500]  買點
[00:47:40.500 --> 00:47:41.800]  又再次給你洗
[00:47:41.800 --> 00:47:43.300]  那你本來是在這裡買的
[00:47:43.300 --> 00:47:45.700]  再次在這裡洗都沒其實都沒有賣點啊
[00:47:45.700 --> 00:47:48.000]  你看他這裡k線都還是對於這幾根音線
[00:47:48.000 --> 00:47:51.300]  總的來講還是在這個音線對了進攻之後的一個區間什麼
[00:47:51.300 --> 00:47:53.200]  區間反復正
[00:47:53.200 --> 00:47:54.400]  還在反復正
[00:47:54.400 --> 00:47:56.000]  這一天出現了什麼走勢
[00:47:56.000 --> 00:47:58.200]  破壞那我們該怎麼做
[00:47:58.200 --> 00:48:00.800]  走人無條件走隨你
[00:48:00.800 --> 00:48:03.600]  但如果你結構ok的你要做好心理準備
[00:48:03.800 --> 00:48:08.000]  就是走人之後你走是要走的先跟著無條件止損
[00:48:08.000 --> 00:48:11.800]  好就像我們子涵我覺得他一見這次分享特別有寂寞的
[00:48:11.800 --> 00:48:13.100]  哪怕我看公司的
[00:48:13.100 --> 00:48:16.500]  我提前買了我感覺不對我先出來我再重新分析
[00:48:16.500 --> 00:48:19.700]  對吧你不要說我因為人在局中
[00:48:19.700 --> 00:48:22.700]  他就不以他的分析的邏輯是不一樣的啊
[00:48:22.700 --> 00:48:23.800]  那我們再來看
[00:48:23.800 --> 00:48:25.300]  這裡有沒有反包
[00:48:25.300 --> 00:48:26.700]  沒有
[00:48:26.700 --> 00:48:29.600]  沒有沒有這一天
[00:48:29.600 --> 00:48:32.300]  盤州反包是不是又是機會
[00:48:32.700 --> 00:48:34.200]  他不可能一下子重返嗎
[00:48:34.200 --> 00:48:36.100]  大家可以看他的分時啊
[00:48:36.100 --> 00:48:39.200]  這一點是不是這兩個音線是不是破壞
[00:48:39.200 --> 00:48:40.800]  破壞停頓
[00:48:40.800 --> 00:48:42.700]  那麼這個破壞到這個位置的時候
[00:48:42.700 --> 00:48:45.500]  是不是基本上在在五六個點的時候現在都修復掉了
[00:48:45.500 --> 00:48:47.300]  是不是這樣
[00:48:47.300 --> 00:48:50.600]  哪怕他封板的時候是不是整個把這裡的傳播給修復掉了
[00:48:50.600 --> 00:48:52.700]  那封板打開這是不是都是機會
[00:48:52.700 --> 00:48:54.300]  我認為都是可以買的
[00:48:54.300 --> 00:48:57.700]  就你把它的分析透包括你看這一段是健康的
[00:48:57.700 --> 00:49:01.200]  我們回到這裡是越線是不是健康的
[00:49:02.200 --> 00:49:04.200]  這裡周線的這個是不是健康的
[00:49:04.200 --> 00:49:06.900]  然後我們我為什麼把這個細節展開
[00:49:06.900 --> 00:49:08.600]  因為我們之前都是畫周線的
[00:49:08.600 --> 00:49:11.800]  你在日線上的時候大家做好一個心理準備
[00:49:11.800 --> 00:49:14.400]  做好一個心理的預期
[00:49:14.400 --> 00:49:16.700]  不要覺得我買完預賬
[00:49:16.700 --> 00:49:20.400]  不要覺得我買了之後就一定不會破位的
[00:49:20.400 --> 00:49:21.500]  不會洗你的
[00:49:21.500 --> 00:49:23.300]  大家明保意思沒有
[00:49:23.300 --> 00:49:25.600]  有可能是形態也是非常好的
[00:49:25.600 --> 00:49:27.800]  就有可能我們買完招符和要求
[00:49:27.800 --> 00:49:29.600]  但是他就故意把我們打破
[00:49:31.100 --> 00:49:32.400]  大家能理解我意思嗎
[00:49:32.400 --> 00:49:34.200]  肯定會有這種情況的
[00:49:34.200 --> 00:49:35.200]  誰都會遇到
[00:49:35.200 --> 00:49:37.200]  因為通常情況下這符合呀
[00:49:37.200 --> 00:49:38.500]  洋包一上切入啊
[00:49:38.500 --> 00:49:40.300]  又是在三到二的末期對不對
[00:49:40.300 --> 00:49:42.800]  那在這個位置你這裡破了就是破了
[00:49:42.800 --> 00:49:44.500]  因為我們要求是這個一線的什麼
[00:49:44.500 --> 00:49:47.600]  你核心最錯是一半
[00:49:47.600 --> 00:49:50.000]  為什麼會有出現這種情況呢
[00:49:50.000 --> 00:49:53.700]  一種是現在的這個投資者說真心話
[00:49:53.700 --> 00:49:56.200]  都在提升
[00:49:57.900 --> 00:50:01.400]  都在提升的某些細節點就形成了一些
[00:50:01.400 --> 00:50:03.500]  灑庫的認知的合力
[00:50:03.500 --> 00:50:06.200]  這種認知的合力
[00:50:06.200 --> 00:50:09.500]  就會帶來大量的什麼跟風盤
[00:50:09.500 --> 00:50:11.900]  那麼這種跟風盤
[00:50:11.900 --> 00:50:13.200]  如果說過多的
[00:50:13.200 --> 00:50:14.700]  因為大家比如說我們大家都學習的
