[00:00:00.000 --> 00:00:05.500]  好 我们准备开始了
[00:30:13.400 --> 00:30:15.800]  难以说去你就完全能够掌控的
[00:30:15.800 --> 00:30:18.200]  所以有的就转空了
[00:30:18.200 --> 00:30:21.600]  在转空之后呢又回到他如果只要在做
[00:30:21.800 --> 00:30:23.500]  他又要什么解决问题
[00:30:23.500 --> 00:30:27.600]  就是你看回到之后他又要解决问题向上
[00:30:27.600 --> 00:30:28.000]  对吧
[00:30:28.000 --> 00:30:30.800]  去转多这个解决问题在解决什么
[00:30:30.800 --> 00:30:33.600]  就解决这个横盘过程中
[00:30:33.600 --> 00:30:35.800]  被反反复复折腾的
[00:30:35.800 --> 00:30:38.700]  冰凝心灵的那个什么
[00:30:38.700 --> 00:30:40.900]  痛苦的边缘的筹码
[00:30:40.900 --> 00:30:42.400]  是不是
[00:30:42.400 --> 00:30:43.800]  是不是冰凝痛苦边缘
[00:30:43.800 --> 00:30:45.900]  所以你们你们自己会发现一点
[00:30:45.900 --> 00:30:48.700]  当你买的位置不对买在这个套里面
[00:30:49.900 --> 00:30:53.200]  一给你解套你就什么迫不及待的卖出
[00:30:53.200 --> 00:30:55.300]  是不是掌握的是人性的弱点
[00:30:55.300 --> 00:30:56.200]  对吧
[00:30:56.200 --> 00:30:57.700]  因为套是禁止的嘛
[00:30:57.700 --> 00:31:00.000]  还有一点就是从人性的角度来讲
[00:31:00.000 --> 00:31:02.500]  一旦被套他的预期是降低的
[00:31:02.500 --> 00:31:05.300]  是不是少推不亏
[00:31:05.300 --> 00:31:06.500]  哎我满足了
[00:31:06.500 --> 00:31:09.600]  所以大家就会发现另有人性的弱点
[00:31:09.600 --> 00:31:11.800]  再次解来说又是在解决这个套
[00:31:11.800 --> 00:31:15.300]  通过时间在这里反反复复
[00:31:15.400 --> 00:31:22.000]  通过解套解套的这个博弈的思维
[00:31:22.000 --> 00:31:24.300]  达到一定的预期
[00:31:24.300 --> 00:31:26.400]  大家等一等啊
[00:31:26.400 --> 00:31:28.000]  达到一定的预期
[00:31:28.000 --> 00:31:31.100]  然后当风口急降来或者预期
[00:31:31.100 --> 00:31:32.400]  永远就是预期
[00:31:32.400 --> 00:31:34.900]  预期未来的风口急降来
[00:31:34.900 --> 00:31:36.300]  我先开启
[00:31:36.300 --> 00:31:38.800]  拐点启动
[00:31:38.800 --> 00:31:41.100]  开启拐点启动
[00:31:41.100 --> 00:31:43.500]  所以这就是我们说的解和套
[00:31:43.500 --> 00:31:44.700]  的一个
[00:31:45.400 --> 00:31:48.000]  主力的博弈的这种思维和逻辑
[00:31:48.000 --> 00:31:50.300]  那你再回到为什么我要求的
[00:31:50.300 --> 00:31:52.700]  解的过程中要求什么量
[00:31:52.700 --> 00:31:55.200]  倍量
[00:31:55.200 --> 00:31:56.400]  巨量
[00:31:56.400 --> 00:31:58.000]  高量这种
[00:31:58.000 --> 00:32:00.900]  因为你解决问题是需要有钱的
[00:32:00.900 --> 00:32:02.800]  钱需要有态度的
[00:32:02.800 --> 00:32:05.600]  态度在股市上体现的就是什么
[00:32:05.600 --> 00:32:07.000]  成交量上
[00:32:07.000 --> 00:32:09.200]  因为我们看得到具体的交易金额
[00:32:09.200 --> 00:32:10.900]  对不对
[00:32:10.900 --> 00:32:12.700]  谁买谁买我们是不知道的
[00:32:12.700 --> 00:32:14.900]  因为股市跟其他朋友们生意
[00:32:14.900 --> 00:32:16.500]  我知道我收购的谁家的
[00:32:16.500 --> 00:32:18.900]  那么他的量体现在转账记录上
[00:32:18.900 --> 00:32:19.800]  对不对
[00:32:19.800 --> 00:32:21.800]  但是股市上我们是不知道谁跟谁
[00:32:21.800 --> 00:32:23.600]  因为你不知道你的对手是谁
[00:32:23.600 --> 00:32:25.600]  但是有一点
[00:32:25.600 --> 00:32:27.400]  只要他们有交易
[00:32:27.400 --> 00:32:29.000]  就会有量的体现
[00:32:29.000 --> 00:32:32.000]  那么总要在调整的过程中对吧
[00:32:32.000 --> 00:32:33.100]  你没有放量
[00:32:33.100 --> 00:32:34.200]  你是收量的
[00:32:34.200 --> 00:32:36.500]  对吧我就说明你们达成交易
[00:32:36.500 --> 00:32:39.200]  现在还有继续交易计划的预期
[00:32:39.200 --> 00:32:41.800]  所以你的筹码你的量是没有
[00:32:41.800 --> 00:32:43.400]  没有放出来是缩量的
[00:32:43.400 --> 00:32:45.500]  然后你再次提醒
[00:32:45.500 --> 00:32:47.000]  因为他转空了那就不行
[00:32:47.000 --> 00:32:47.400]  对不对
[00:32:47.400 --> 00:32:48.700]  那你就需要重新来
[00:32:48.700 --> 00:32:50.300]  你的空盘下面弱一点
[00:32:50.300 --> 00:32:52.500]  你保持多头重新启动那就ok
[00:32:52.500 --> 00:32:54.600]  你保持空头你可以重新来
[00:32:54.600 --> 00:32:56.400]  重新来又需要量的配合
[00:32:56.400 --> 00:32:57.900]  大家能理解意思吧
[00:32:57.900 --> 00:32:59.900]  所以我们说这就是解合套
[00:32:59.900 --> 00:33:01.600]  解合套就是筹码的
[00:33:01.600 --> 00:33:04.200]  在动与静之间的反复切换
[00:33:04.200 --> 00:33:06.700]  好好去好好去感受
[00:33:06.700 --> 00:33:10.700]  好好去感受站在这个维度去理解和感受
[00:33:11.600 --> 00:33:12.500]  解决问题
[00:33:12.500 --> 00:33:14.800]  所以反过来我们说所有
[00:33:14.800 --> 00:33:19.400]  想真正去解决筹码问题的绝对不会做雷锋
[00:33:19.400 --> 00:33:21.800]  不会做解放军
[00:33:21.800 --> 00:33:25.100]  一定是有他更大的预期和计划
[00:33:25.100 --> 00:33:27.900]  大家能理解吧
[00:33:27.900 --> 00:33:30.700]  就是一定是有他更大的预期和计划
[00:33:30.700 --> 00:33:32.200]  所以反过来我们所说的
[00:33:32.200 --> 00:33:34.100]  买在c莫的阳线你就知道
[00:33:34.100 --> 00:33:36.900]  这是他开启更大计划的一个什么
[00:33:36.900 --> 00:33:38.000]  信号
[00:33:38.000 --> 00:33:40.900]  啊开启更大计划的一个信号
[00:33:41.000 --> 00:33:42.800]  所以大家自己感觉啊
[00:33:42.800 --> 00:33:44.900]  就是我们说包括我们说这个
[00:33:44.900 --> 00:33:47.000]  这个股票最终
[00:33:47.000 --> 00:33:49.700]  他跟很多方面都是相关的
[00:33:49.700 --> 00:33:51.900]  所以有一些调整形态本身就是一个局
[00:33:51.900 --> 00:33:54.400]  所以我们讲的多头调整就是一个局
[00:33:54.400 --> 00:33:56.000]  对吧目的是什么
[00:33:56.000 --> 00:33:59.100]  就是解放别人或者是为了让筹码
[00:33:59.100 --> 00:34:01.400]  变成了这样一个不稳定
[00:34:01.400 --> 00:34:03.500]  一旦突破的时候你就卖出啊
[00:34:03.500 --> 00:34:05.900]  这有的时候就是一个有预谋的动作
[00:34:05.900 --> 00:34:09.100]  就刚才呃那个康姐问我
[00:34:09.100 --> 00:34:10.600]  直选怎么办
[00:34:11.100 --> 00:34:12.400]  我说真心话啊
[00:34:12.400 --> 00:34:16.300]  中期短线肯定是止损严格要求
[00:34:16.300 --> 00:34:18.100]  因为短线本身就是一个封口
[00:34:18.100 --> 00:34:20.900]  你真的如果按照我教给你们的
[00:34:20.900 --> 00:34:23.900]  从月线从周线上去把握
[00:34:23.900 --> 00:34:25.600]  中长期和中期
[00:34:25.600 --> 00:34:28.100]  每一个环节都严苛的话
[00:34:28.100 --> 00:34:30.500]  不大会有止损的
[00:34:30.500 --> 00:34:32.700]  止损的频率是不高的
[00:34:32.700 --> 00:34:35.600]  我们老师认同吧
[00:34:35.600 --> 00:34:38.700]  是不是这样严苛啊
[00:34:38.800 --> 00:34:41.100]  就严苛到他的分量的细节
[00:34:41.100 --> 00:34:44.300]  量与价的分情各个方面
[00:34:44.300 --> 00:34:47.800]  趋势扭转每一个环节都严苛
[00:34:47.800 --> 00:34:50.300]  你是不大会止损的就是转多转少
[00:34:50.300 --> 00:34:52.600]  强的嘛达到中期一倍
[00:34:52.600 --> 00:34:54.600]  不强的嘛也就涨个四五十
[00:34:54.600 --> 00:34:56.300]  大家发现了没有
[00:34:56.300 --> 00:34:58.100]  是真的不大会止损的
[00:34:58.100 --> 00:35:01.300]  如果说你不是那么符合的就会止损
[00:35:01.300 --> 00:35:04.100]  啊不是那么符合的就会止损
[00:35:04.100 --> 00:35:05.800]  所以细节决定成败啊
[00:35:05.800 --> 00:35:08.000]  就是我们说筹码解套这个
[00:35:08.500 --> 00:35:10.600]  这个半个多小时所讲的这个
[00:35:10.600 --> 00:35:12.100]  大家去感受一下
[00:35:12.100 --> 00:35:13.800]  就是有的时候你自己要去
[00:35:13.800 --> 00:35:16.000]  就为什么树它是
[00:35:16.000 --> 00:35:19.100]  我经常讲的树的根基是很薄的
[00:35:19.100 --> 00:35:21.100]  就我们技术层面的根基
[00:35:21.100 --> 00:35:23.400]  真的是很薄的形成不了信念的
[00:35:23.400 --> 00:35:26.000]  真的是形成不了的
[00:35:26.000 --> 00:35:27.700]  就像我昨天对吧
[00:35:27.700 --> 00:35:30.400]  我们我们加上什么加上仇的角度
[00:35:30.400 --> 00:35:31.600]  你会有一些信念
[00:35:31.600 --> 00:35:33.100]  但你还是形成不了的
[00:35:33.100 --> 00:35:36.300]  你加上主力思维为什么做这个局
[00:35:37.000 --> 00:35:39.300]  你就慢慢开始能够生根形成了
[00:35:39.300 --> 00:35:40.500]  你就有信仰了
[00:35:40.500 --> 00:35:43.500]  因为你站在不是自己的角度
[00:35:43.500 --> 00:35:46.200]  也不是说所谓的技术k线量价的角度
[00:35:46.200 --> 00:35:48.500]  你是站在这个局的背后的人
[00:35:48.500 --> 00:35:50.100]  怎么去思考的角度
[00:35:50.100 --> 00:35:53.100]  你就才能有一定的信念和信仰啊
[00:35:53.100 --> 00:35:54.300]  再配合我们说的
[00:35:54.300 --> 00:35:56.200]  下午我们请子涵跟大家分享
[00:35:56.200 --> 00:35:58.800]  如何去看公司和业绩的拐点
[00:35:58.800 --> 00:36:01.000]  配合我们的大级别的趋势波段
[00:36:01.000 --> 00:36:04.500]  对吧公司的本质上的增长和变化
[00:36:04.500 --> 00:36:06.200]  你的信仰才能生成
[00:36:06.700 --> 00:36:08.300]  从趋势波段的角度来说
[00:36:08.300 --> 00:36:11.800]  好我们来看这就是我们所说的
[00:36:11.800 --> 00:36:13.800]  这是标准的模型3吧对不对
[00:36:13.800 --> 00:36:15.700]  是标准的模型3
[00:36:15.700 --> 00:36:19.500]  好我们我们我们就看那个陈总的宏达电子好了
[00:36:19.500 --> 00:36:21.400]  就用用你的案例啊陈总
[00:36:21.400 --> 00:36:22.800]  用用你做过的啊
[00:36:22.800 --> 00:36:24.600]  因为这个我也熟悉对吧
[00:36:24.600 --> 00:36:28.000]  就用陈总的宏达电子好了
[00:36:28.000 --> 00:36:35.200]  陈总最早跟我说的时候是在这
[00:36:35.200 --> 00:36:36.700]  19年的12月份
[00:36:36.700 --> 00:36:39.400]  对这这个位置跟我说的
[00:36:39.400 --> 00:36:40.400]  我说这股票好的
[00:36:40.400 --> 00:36:42.200]  还要等个半年左右
[00:36:42.200 --> 00:36:45.200]  他跟谁跟你们一样是懵圈的
[00:36:45.200 --> 00:36:48.200]  也不懂就是大概知道
[00:36:48.200 --> 00:36:49.100]  但是也是一样
[00:36:49.100 --> 00:36:50.900]  因为所有刚开始的时候都是一样的
[00:36:50.900 --> 00:36:52.300]  我为什么看了这个好的
[00:36:52.300 --> 00:36:53.800]  大家现在你们是还明白的吗
[00:36:53.800 --> 00:36:56.800]  解决问题的态度这么棒
[00:36:56.800 --> 00:36:58.700]  怎么可能没有
[00:36:58.700 --> 00:37:00.000]  就这一点
[00:37:00.000 --> 00:37:02.700]  就是你看我在解答问题的时候
[00:37:02.700 --> 00:37:04.800]  我是先从我今天上午跟你们讲的
[00:37:04.800 --> 00:37:05.800]  点先切入
[00:37:05.800 --> 00:37:07.500]  然后慢慢到行
[00:37:07.500 --> 00:37:09.900]  慢慢到技术慢慢到k线
[00:37:09.900 --> 00:37:11.300]  一点点再来反抗
[00:37:11.300 --> 00:37:13.500]  但是首先用用眼前的是什么
[00:37:13.500 --> 00:37:15.200]  你解决问题的态度
[00:37:15.200 --> 00:37:17.200]  大家可以看到
[00:37:17.200 --> 00:37:19.000]  这是不是解决问题的态度啊
[00:37:19.000 --> 00:37:21.300]  上市以来你看一路被套
[00:37:21.300 --> 00:37:22.900]  对吧
[00:37:22.900 --> 00:37:25.000]  但你看到这一段到这一段
[00:37:25.000 --> 00:37:27.500]  是不是把他我说了
[00:37:27.500 --> 00:37:30.000]  力而又之不可能全给你解套的
[00:37:30.000 --> 00:37:32.900]  是不是总会要有一部分筹码
[00:37:32.900 --> 00:37:33.600]  让你什么
[00:37:33.900 --> 00:37:36.400]  让给你机会本来我亏了70%
[00:37:36.400 --> 00:37:38.100]  好不容易亏了几成30%
[00:37:38.100 --> 00:37:38.800]  你还不走
[00:37:38.800 --> 00:37:41.200]  你这蛇贪心不读我就不管你的呀
[00:37:41.200 --> 00:37:43.000]  那你继续套你的继续模拟了
[00:37:43.000 --> 00:37:43.400]  对吧
[00:37:43.400 --> 00:37:45.400]  你愿意小一小一点的就出了
[00:37:45.400 --> 00:37:47.200]  这基本筹码就给出来了对不对
[00:37:47.200 --> 00:37:50.100]  可以看一下这一段到这一段的这个什么
[00:37:50.100 --> 00:37:53.100]  解决问题的
[00:37:53.100 --> 00:37:55.100]  决心和态度
[00:37:55.100 --> 00:37:57.500]  是不是足够的积极啊
[00:37:57.500 --> 00:37:59.200]  足够的主动啊
[00:37:59.200 --> 00:38:01.200]  那这个量的高度
[00:38:01.200 --> 00:38:03.800]  是比上市的这个量都要什么
[00:38:04.600 --> 00:38:05.400]  都要高
[00:38:05.400 --> 00:38:06.800]  这是足够积极的
[00:38:06.800 --> 00:38:09.700]  这个大家现在开始就更加能够理解了
[00:38:09.700 --> 00:38:11.400]  但我们刚才说到的
[00:38:11.400 --> 00:38:13.800]  解决问题之后不会一费充电的
[00:38:13.800 --> 00:38:15.900]  解决完之后什么
[00:38:15.900 --> 00:38:18.200]  还要做一个套做一个局
[00:38:18.200 --> 00:38:20.800]  因为他一直在花钱解决
[00:38:20.800 --> 00:38:22.600]  就像我们说为什么是T
[00:38:22.600 --> 00:38:23.700]  真T量不好
[00:38:23.700 --> 00:38:25.200]  一直在花钱一直在花钱
[00:38:25.200 --> 00:38:26.800]  总有钱用尽的那一天
[00:38:26.800 --> 00:38:29.100]  因为资金是有限的嘛对不对
[00:38:29.100 --> 00:38:30.000]  所以他
[00:38:30.000 --> 00:38:33.100]  不可能说资金用尽之后我再做这个局
[00:38:33.100 --> 00:38:35.500]  你就没有就是失去了什么主动权了
[00:38:35.500 --> 00:38:37.500]  所以他解决了一定的问题之后
[00:38:37.500 --> 00:38:39.300]  他这里都能中期
[00:38:39.300 --> 00:38:41.500]  对吧中长期吧几个月
[00:38:41.500 --> 00:38:44.700]  八个月中长期的一个波段
[00:38:44.700 --> 00:38:46.400]  就是我们说这从这做不做
[00:38:46.400 --> 00:38:50.000]  从月线角度不做的
[00:38:50.000 --> 00:38:51.600]  从中线这里是可以做的
[00:38:51.600 --> 00:38:52.600]  这为什么不可以做
[00:38:52.600 --> 00:38:55.600]  对吧但是他用他月线是在解决问题
[00:38:55.600 --> 00:38:57.700]  你中线这里到这里不也是个中期吗
[00:38:57.700 --> 00:38:59.300]  百分之三五十百分之五十吗
[00:38:59.300 --> 00:39:00.500]  对不对
[00:39:00.500 --> 00:39:02.400]  这个位置中线是个来
[00:39:02.700 --> 00:39:03.800]  这是不是有限扭转
[00:39:03.800 --> 00:39:06.100]  你这里是不是放一倍
[00:39:06.100 --> 00:39:07.000]  这是多少保持
[00:39:07.000 --> 00:39:08.400]  这是可以先拐点对不对
[00:39:08.400 --> 00:39:09.900]  然后在这里一直保持可以先拐点
[00:39:09.900 --> 00:39:10.600]  是不是应该上涨
[00:39:10.600 --> 00:39:11.600]  一个回头再去上涨
[00:39:11.600 --> 00:39:12.900]  是不是可以做的
[00:39:12.900 --> 00:39:15.000]  对不对大家看出来没有
[00:39:15.000 --> 00:39:16.600]  但我们说从更大的局
[00:39:16.600 --> 00:39:18.200]  就是更大级别的角度来讲
[00:39:18.200 --> 00:39:20.600]  这还是属于一个整个是一个扭转
[00:39:20.600 --> 00:39:23.700]  扭转解决问题解决问题这还什么
[00:39:23.700 --> 00:39:24.800]  靠大家可以看
[00:39:24.800 --> 00:39:26.000]  这里是相对缩量
[00:39:26.000 --> 00:39:28.900]  不是他说是在这我用这一看
[00:39:28.900 --> 00:39:30.300]  资金没出的嘛
[00:39:30.300 --> 00:39:32.000]  是不是没有出的
[00:39:32.000 --> 00:39:33.000]  是缩量的
[00:39:33.000 --> 00:39:36.700]  然后他肯定因为洗盘就是上上下下
[00:39:36.700 --> 00:39:38.600]  你们思考一下那个调整形态
[00:39:38.600 --> 00:39:40.300]  就是调整形态
[00:39:40.300 --> 00:39:43.700]  要不就打得你心如死灰勾起来
[00:39:43.700 --> 00:39:46.300]  要么就平台型对吧
[00:39:46.300 --> 00:39:49.700]  要不顺势要不不顺势就是上上下下
[00:39:49.700 --> 00:39:50.700]  利而又之嘛
[00:39:50.700 --> 00:39:52.800]  要么就是三角形嘛对不对
[00:39:52.800 --> 00:39:55.400]  所以他整天这个调整的过程中你看
[00:39:55.400 --> 00:39:57.500]  他就是在这个区间反反复复的正道
[00:39:57.500 --> 00:39:58.600]  做了一个什么形态
[00:39:58.600 --> 00:39:59.700]  是不是平台型的
[00:40:00.200 --> 00:40:02.300]  a b c 对不对
[00:40:02.300 --> 00:40:04.400]  c 在这里然后再横盘停顿
[00:40:04.400 --> 00:40:05.800]  是这样吧
[00:40:05.800 --> 00:40:07.000]  然后整个调整你看
[00:40:07.000 --> 00:40:09.300]  说放这个或者是又是什么
[00:40:09.300 --> 00:40:11.200]  又是解解决这里的问题
[00:40:11.200 --> 00:40:13.300]  愿意主动去解决问题发现没有
[00:40:13.300 --> 00:40:16.300]  所以我们说一个形态一个结构
[00:40:16.300 --> 00:40:18.800]  愿意主动解决问题是最重要
[00:40:18.800 --> 00:40:21.900]  这是决定这个结构能不能起来的
[00:40:21.900 --> 00:40:23.100]  我刚才跟他说了一句话
[00:40:23.100 --> 00:40:26.700]  如果你不会看热点你就老老实实的做结构
[00:40:26.700 --> 00:40:28.400]  做结构怎么做
[00:40:28.400 --> 00:40:30.400]  你就把愿意解决问题的态度
[00:40:30.400 --> 00:40:31.900]  给我看得仔仔细细的
[00:40:31.900 --> 00:40:35.300]  他有这个雄心你得能够判辨别出来
[00:40:35.300 --> 00:40:38.000]  那么哪怕你没有封口不会看热点
[00:40:38.000 --> 00:40:39.000]  你也能赚到钱
[00:40:39.000 --> 00:40:41.000]  大家能理解我意思吧
[00:40:41.000 --> 00:40:42.700]  因为为什么趋势不断
[00:40:42.700 --> 00:40:44.500]  这里也没有热点的
[00:40:44.500 --> 00:40:46.100]  你哪知道就用电子对吧
[00:40:46.100 --> 00:40:47.200]  一下子这个大的
[00:40:47.200 --> 00:40:48.600]  这个大的这个爆发
[00:40:48.600 --> 00:40:50.500]  像我们基本上情况下我们
[00:40:50.500 --> 00:40:52.800]  又跟上市公司又联系不上的
[00:40:52.800 --> 00:40:54.400]  对吧我就是看
[00:40:54.400 --> 00:40:56.800]  人家把该做的活都做好了
[00:40:56.800 --> 00:40:57.900]  呈现在这里吧
[00:40:57.900 --> 00:40:59.400]  只是没有电话机嘛
[00:40:59.400 --> 00:41:01.400]  但你会解读透它就可以了
[00:41:01.400 --> 00:41:03.600]  然后这里在B板盘
[00:41:03.600 --> 00:41:05.700]  在C我们是在这个位置开始买
[00:41:05.700 --> 00:41:06.600]  这个位置开始买
[00:41:06.600 --> 00:41:09.600]  那大家就可以看出来了
[00:41:09.600 --> 00:41:12.200]  这里横盘是不是这里阳线对这个阴线反攻啊
[00:41:12.200 --> 00:41:14.700]  然后在这里是在这守着守着守着
[00:41:14.700 --> 00:41:16.900]  这是一个博弈嘛
[00:41:16.900 --> 00:41:20.700]  这能看出理解我刚才所谓的解和套吗
[00:41:20.700 --> 00:41:23.000]  这就是更大周期的解和套
[00:41:23.000 --> 00:41:25.300]  更大周期的解
[00:41:25.300 --> 00:41:26.700]  有效扭转
[00:41:27.200 --> 00:41:29.300]  调整的过程中为什么有加仓
[00:41:29.300 --> 00:41:30.600]  加仓的动作是什么
[00:41:30.600 --> 00:41:35.100]  就是调整中也愿意做解决问题的态度呈现出来
[00:41:35.100 --> 00:41:38.200]  然后再能够把整个市给保持
[00:41:38.200 --> 00:41:40.700]  然后在市的这个C的默契出现
[00:41:40.700 --> 00:41:41.700]  飞线的拐点
[00:41:41.700 --> 00:41:43.200]  你就可以考虑了
[00:41:43.200 --> 00:41:46.700]  那根据这个解决问题的时间
[00:41:46.700 --> 00:41:49.100]  就是我判断级别我也不懂业绩的啊
[00:41:49.100 --> 00:41:50.100]  我是我是
[00:41:50.100 --> 00:41:53.000]  业绩出来了跟大姐一样都看得懂
[00:41:53.000 --> 00:41:56.300]  业绩没出来我是看不懂的
[00:41:57.100 --> 00:41:59.100]  啊你说我可以根据他的
[00:41:59.100 --> 00:42:01.000]  他今年接的订单量
[00:42:01.000 --> 00:42:04.200]  然后呢计算中他明年大概一季度
[00:42:04.200 --> 00:42:06.300]  二季度三季度大概是怎么样那个增长
[00:42:06.300 --> 00:42:08.900]  这个得靠我们在座在座的几位什么
[00:42:08.900 --> 00:42:10.800]  会算的同学请教了
[00:42:10.800 --> 00:42:13.000]  你要我算我是算不出来的啊
[00:42:13.000 --> 00:42:14.800]  我脑袋大的我只没这样的
[00:42:14.800 --> 00:42:16.800]  今年业绩增长了我看得出来的
[00:42:16.800 --> 00:42:19.500]  对吧所以但是我会看这个呀
[00:42:19.500 --> 00:42:20.500]  我不用算
[00:42:20.500 --> 00:42:23.500]  我我会计算主力的筹码成本呀
[00:42:23.500 --> 00:42:26.200]  你要你要发多少你才能赚钱呢
[00:42:26.400 --> 00:42:28.800]  根据这一个我的预计是25块
[00:42:28.800 --> 00:42:31.300]  预计在最多四倍100块
[00:42:31.300 --> 00:42:33.700]  第一目标是在7580左右
[00:42:33.700 --> 00:42:36.800]  第二就是100我就会算这个
[00:42:36.800 --> 00:42:39.200]  这个跟那个业绩目标共振了
[00:42:39.200 --> 00:42:42.700]  那是运气不共振那是共振是偶然
[00:42:42.700 --> 00:42:44.400]  我就会算这个
[00:42:44.400 --> 00:42:46.700]  所以预期目标我当时当时我说我是在这
[00:42:46.700 --> 00:42:48.000]  这一波我们在这里走掉了
[00:42:48.000 --> 00:42:49.900]  这一波我是做波段了
[00:42:49.900 --> 00:42:51.700]  这里买进这里就跑掉了
[00:42:51.700 --> 00:42:54.000]  好这里又买一点
[00:42:54.000 --> 00:42:56.000]  然后这里又跑掉了后面就没做了
[00:42:56.500 --> 00:43:00.000]  对吧我们陈总是做趋势的这里一直拿到
[00:43:00.000 --> 00:43:03.000]  一直拿了拿到越线趋势破位
[00:43:03.000 --> 00:43:04.900]  拿到这里吧
[00:43:04.900 --> 00:43:07.000]  这个位置吧
[00:43:07.000 --> 00:43:09.700]  对一直拿到越线趋势破位
[00:43:09.700 --> 00:43:12.900]  我们我们陈总的级别比我高好多
[00:43:12.900 --> 00:43:14.100]  我向他学习
[00:43:14.100 --> 00:43:18.400]  对这这这应该怎么就是交易体系不一样
[00:43:18.400 --> 00:43:22.800]  我们的呃喜欢的趋势的周期不一样
[00:43:22.800 --> 00:43:24.700]  陈总是做中长期为主的
[00:43:24.700 --> 00:43:25.900]  我说我是做波段的
[00:43:25.900 --> 00:43:27.700]  我是属于波段里面的陶芥导宝
[00:43:27.700 --> 00:43:29.700]  在你的面前我是属于陶芥导宝的
[00:43:29.700 --> 00:43:31.800]  那做短线的更是对吧
[00:43:31.800 --> 00:43:32.700]  更短式的
[00:43:32.700 --> 00:43:34.000]  所以我们所讲到的
[00:43:34.000 --> 00:43:36.500]  但反过来说再次告诉跟大家分享
[00:43:36.500 --> 00:43:39.100]  真正赚钱一定是在
[00:43:39.100 --> 00:43:42.200]  板块指数是配合的情况下
[00:43:42.200 --> 00:43:44.200]  你去把握趋势和波段
[00:43:44.200 --> 00:43:46.300]  你才是真正大幅度获利的
[00:43:46.300 --> 00:43:49.100]  做短线我们叫短线叫什么
[00:43:49.100 --> 00:43:51.400]  几少成多负力增长
[00:43:51.400 --> 00:43:53.500]  这条路也很难的
[00:43:53.800 --> 00:43:55.200]  啊你就想的就是我
[00:43:55.200 --> 00:43:57.300]  稍微有赚小钱的心态就好了
[00:43:57.300 --> 00:44:00.500]  但是我自己一直以来形成的知识体系
[00:44:00.500 --> 00:44:01.600]  是类似这种
[00:44:01.600 --> 00:44:03.700]  啊就像我自己做的
[00:44:03.700 --> 00:44:05.700]  对吧西藏初步风带就不看了
[00:44:05.700 --> 00:44:07.280]  这个我现在哎
[00:44:07.280 --> 00:44:08.400]  看到这一段我就吐血
[00:44:08.400 --> 00:44:10.300]  我计算目标在那个电脑上
[00:44:10.300 --> 00:44:12.000]  这个没有在另外的小站上
[00:44:12.000 --> 00:44:13.140]  写的明明白白
[00:44:13.140 --> 00:44:15.800]  预期是在62左右
[00:44:15.800 --> 00:44:17.900]  黄大哥知道的
[00:44:17.900 --> 00:44:20.140]  第一目标应该是在40
[00:44:20.140 --> 00:44:21.440]  左右
[00:44:21.900 --> 00:44:24.440]  然后最小目标是在40到45
[00:44:24.440 --> 00:44:27.200]  终极目标应该是在62左右
[00:44:27.200 --> 00:44:30.800]  对我计算的明明白白的
[00:44:30.800 --> 00:44:32.100]  所以这个大家也可以来看
[00:44:32.100 --> 00:44:33.360]  因为他也不是一个周线票
[00:44:33.360 --> 00:44:34.440]  也是一个月线票
[00:44:34.440 --> 00:44:36.500]  最终就涨到63
[00:44:36.500 --> 00:44:39.400]  也是一样的大家可以看
[00:44:39.400 --> 00:44:43.140]  这是不是尝试解决问题
[00:44:43.140 --> 00:44:46.160]  对吧解决不动
[00:44:46.160 --> 00:44:47.940]  花了那么的代价
[00:44:47.940 --> 00:44:49.300]  还是解决不动
[00:44:50.740 --> 00:44:53.140]  那你解决不做为什么我刚才讲了
[00:44:53.140 --> 00:44:54.840]  你先谋定你的周期
[00:44:54.840 --> 00:44:57.000]  你做中长期的你就得看月线
[00:44:57.000 --> 00:44:59.940]  你做中期小中长期的就周线
[00:44:59.940 --> 00:45:01.940]  你首先谋定你的周期
[00:45:01.940 --> 00:45:03.500]  你不要切换来切换去
[00:45:03.500 --> 00:45:05.500]  你做短线你就看日线
[00:45:05.500 --> 00:45:07.240]  大家明白我意思没有啊
[00:45:07.240 --> 00:45:08.800]  周线月线保护就好了
[00:45:08.800 --> 00:45:11.540]  你就不要在月线上去周线上去过多研究
[00:45:11.540 --> 00:45:13.000]  就是你不要动一下
[00:45:13.000 --> 00:45:15.400]  细一下你就把自己搞搞晕掉了
[00:45:15.400 --> 00:45:16.700]  解决不了问题
[00:45:16.700 --> 00:45:18.280]  这里再次来什么
[00:45:18.280 --> 00:45:20.680]  比这里更大的资金力度来解决问题
[00:45:20.840 --> 00:45:22.840]  我讲国益讲资金的为多
[00:45:22.840 --> 00:45:25.440]  你们不要技术我已经讲了那么多就不讲了
[00:45:25.440 --> 00:45:27.780]  更大的问题对吧
[00:45:27.780 --> 00:45:29.440]  更大的态度来解决问题
[00:45:29.440 --> 00:45:33.240]  并且价格把这里解决问题的价格给反攻了
[00:45:33.240 --> 00:45:34.540]  这就是什么
[00:45:34.540 --> 00:45:37.140]  非常积极非常强势的解决问题
[00:45:37.140 --> 00:45:38.680]  大家很多人会觉得说
[00:45:38.680 --> 00:45:41.480]  哎这里解决问题已经涨了那么多对吧
[00:45:41.480 --> 00:45:43.240]  我刚才在讲的一句话
