[00:00:00.000 --> 00:00:01.000]  什么密码
[00:24:47.000 --> 00:24:49.000]  这一反过十条
[00:24:49.000 --> 00:24:51.000]  这一反过十条
[00:24:51.000 --> 00:24:53.000]  这一反过十条
[00:24:53.000 --> 00:24:55.000]  这一反过十条
[00:24:55.000 --> 00:24:57.000]  这一反过十条
[00:24:57.000 --> 00:24:59.000]  这一反过十条
[00:24:59.000 --> 00:25:01.000]  这一反过十条
[00:25:01.000 --> 00:25:03.000]  这一反过十条
[00:25:03.000 --> 00:25:05.000]  这一反过十条
[00:25:05.000 --> 00:25:07.000]  这一反过十条
[00:25:07.000 --> 00:25:09.000]  这一反过十条
[00:25:09.000 --> 00:25:11.000]  这一反过十条
[00:25:11.000 --> 00:25:13.000]  这一反过十条
[00:25:13.000 --> 00:25:15.000]  这一反过十条
[00:25:15.000 --> 00:25:17.000]  这一反过十条
[00:25:17.000 --> 00:25:19.000]  这一反过十条
[00:25:19.000 --> 00:25:21.000]  这一反过十条
[00:25:21.000 --> 00:25:23.000]  这一反过十条
[00:25:23.000 --> 00:25:25.000]  这一反过十条
[00:25:25.000 --> 00:25:27.000]  这一反过十条
[00:25:27.000 --> 00:25:29.000]  这一反过十条
[00:25:29.000 --> 00:25:31.000]  这一反过十条
[00:25:31.000 --> 00:25:33.000]  这一反过十条
[00:25:33.000 --> 00:25:35.000]  这一反过十条
[00:25:35.000 --> 00:25:37.000]  这一反过十条
[00:25:37.000 --> 00:25:39.000]  这一反过十条
[00:25:39.000 --> 00:25:41.000]  这一反过十条
[00:25:41.000 --> 00:25:43.000]  这一反过十条
[00:25:43.000 --> 00:25:45.000]  这一反过十条
[00:25:45.000 --> 00:25:47.000]  这一反过十条
[00:25:47.000 --> 00:25:49.000]  这一反过十条
[00:25:49.000 --> 00:25:51.000]  这一反过十条
[00:25:51.000 --> 00:25:53.000]  这一反过十条
[00:25:53.000 --> 00:25:55.000]  这一反过十条
[00:25:55.000 --> 00:25:57.000]  这一反过十条
[00:25:57.000 --> 00:25:59.000]  这一反过十条
[00:25:59.000 --> 00:26:01.000]  这一反过十条
[00:26:01.000 --> 00:26:03.000]  这一反过十条
[00:26:03.000 --> 00:26:05.000]  这一反过十条
[00:26:05.000 --> 00:26:07.000]  这一反过十条
[00:26:07.000 --> 00:26:09.000]  这一反过十条
[00:26:09.000 --> 00:26:11.000]  这一反过十条
[00:26:11.000 --> 00:26:13.000]  这一反过十条
[00:26:13.000 --> 00:26:15.000]  这一反过十条
[00:26:15.000 --> 00:26:17.000]  这一反过十条
[00:26:17.000 --> 00:26:19.000]  这一反过十条
[00:26:19.000 --> 00:26:21.000]  这一反过十条
[00:26:21.000 --> 00:26:23.000]  这一反过十条
[00:26:23.000 --> 00:26:25.000]  这一反过十条
[00:26:25.000 --> 00:26:27.000]  这一反过十条
[00:26:27.000 --> 00:26:29.000]  这一反过十条
[00:26:29.000 --> 00:26:31.000]  这一反过十条
[00:26:31.000 --> 00:26:33.000]  这一反过十条
[00:26:33.000 --> 00:26:35.000]  这一反过十条
[00:26:35.000 --> 00:26:37.000]  这一反过十条
[00:26:37.000 --> 00:26:39.000]  这一反过十条
[00:26:39.000 --> 00:26:41.000]  这一反过十条
[00:26:41.000 --> 00:26:43.000]  这一反过十条
[00:26:43.000 --> 00:26:45.000]  这一反过十条
[00:26:45.000 --> 00:26:47.000]  这一反过十条
[00:26:47.000 --> 00:26:49.000]  这一反过十条
[00:26:49.000 --> 00:26:51.000]  这一反过十条
[00:26:51.000 --> 00:26:53.000]  这一反过十条
[00:26:53.000 --> 00:26:55.000]  这一反过十条
[00:26:55.000 --> 00:26:57.000]  这一反过十条
[00:26:57.000 --> 00:26:59.000]  这一反过十条
[00:26:59.000 --> 00:27:01.000]  这一反过十条
[00:27:01.000 --> 00:27:03.000]  这一反过十条
[00:27:03.000 --> 00:27:05.000]  这一反过十条
[00:27:05.000 --> 00:27:07.000]  这一反过十条
[00:27:07.000 --> 00:27:09.000]  这一反过十条
[00:27:09.000 --> 00:27:11.000]  这一反过十条
[00:27:11.000 --> 00:27:13.000]  这一反过十条
[00:27:13.000 --> 00:27:15.000]  这一反过十条
[00:27:15.000 --> 00:27:17.000]  这一反过十条
[00:27:17.000 --> 00:27:19.000]  这一反过十条
[00:27:19.000 --> 00:27:21.000]  这一反过十条
[00:27:21.000 --> 00:27:23.000]  这一反过十条
[00:27:23.000 --> 00:27:25.000]  这一反过十条
[00:27:25.000 --> 00:27:27.000]  这一反过十条
[00:27:27.000 --> 00:27:29.000]  这一反过十条
[00:27:29.000 --> 00:27:31.000]  这一反过十条
[00:27:31.000 --> 00:27:33.000]  这一反过十条
[00:27:33.000 --> 00:27:35.000]  这一反过十条
[00:27:35.000 --> 00:27:37.000]  这一反过十条
[00:27:37.000 --> 00:27:39.000]  这一反过十条
[00:27:39.000 --> 00:27:41.000]  这一反过十条
[00:27:41.000 --> 00:27:43.000]  这一反过十条
[00:27:43.000 --> 00:27:45.000]  这一反过十条
[00:27:45.000 --> 00:27:47.000]  这一反过十条
[00:27:47.000 --> 00:27:49.000]  这一反过十条
[00:27:49.000 --> 00:27:51.000]  这一反过十条
[00:27:51.000 --> 00:27:53.000]  这一反过十条
[00:27:53.000 --> 00:27:55.000]  这一反过十条
[00:27:55.000 --> 00:27:57.000]  这一反过十条
[00:27:57.000 --> 00:27:59.000]  这一反过十条
[00:27:59.000 --> 00:28:01.000]  这一反过十条
[00:28:01.000 --> 00:28:03.000]  这一反过十条
[00:28:03.000 --> 00:28:05.000]  这一反过十条
[00:28:05.000 --> 00:28:07.000]  这一反过十条
[00:28:07.000 --> 00:28:09.000]  这一反过十条
[00:28:09.000 --> 00:28:11.000]  这一反过十条
[00:28:11.000 --> 00:28:13.000]  这一反过十条
[00:28:13.000 --> 00:28:15.000]  这一反过十条
[00:28:15.000 --> 00:28:17.000]  这一反过十条
[00:28:17.000 --> 00:28:19.000]  这一反过十条
[00:28:19.000 --> 00:28:21.000]  这一反过十条
[00:28:21.000 --> 00:28:23.000]  这一反过十条
[00:28:23.000 --> 00:28:25.000]  这一反过十条
[00:28:25.000 --> 00:28:27.000]  这一反过十条
[00:28:27.000 --> 00:28:29.000]  这一反过十条
[00:28:29.000 --> 00:28:31.000]  这一反过十条
[00:28:31.000 --> 00:28:33.000]  这一反过十条
[00:28:33.000 --> 00:28:35.000]  这一反过十条
[00:28:35.000 --> 00:28:37.000]  这一反过十条
[00:28:37.000 --> 00:28:39.000]  这一反过十条
[00:28:39.000 --> 00:28:41.000]  这一反过十条
[00:28:41.000 --> 00:28:43.000]  这一反过十条
[00:28:43.000 --> 00:28:45.000]  这一反过十条
[00:28:45.000 --> 00:28:47.000]  这一反过十条
[00:28:47.000 --> 00:28:49.000]  这一反过十条
[00:28:49.000 --> 00:28:51.000]  这一反过十条
[00:28:51.000 --> 00:28:53.000]  这一反过十条
[00:28:53.000 --> 00:28:55.000]  这一反过十条
[00:28:55.000 --> 00:28:57.000]  这一反过十条
[00:28:57.000 --> 00:28:59.000]  这一反过十条
[00:28:59.000 --> 00:29:01.000]  这一反过十条
[00:29:01.000 --> 00:29:03.000]  这一反过十条
[00:29:03.000 --> 00:29:05.000]  这一反过十条
[00:29:05.000 --> 00:29:07.000]  这一反过十条
[00:29:07.000 --> 00:29:09.000]  这一反过十条
[00:29:09.000 --> 00:29:11.000]  这一反过十条
[00:29:11.000 --> 00:29:13.000]  这一反过十条
[00:29:13.000 --> 00:29:15.000]  这一反过十条
[00:29:15.000 --> 00:29:17.000]  这一反过十条
[00:29:17.000 --> 00:29:19.000]  这一反过十条
[00:29:19.000 --> 00:29:21.000]  这一反过十条
[00:29:21.000 --> 00:29:23.000]  这一反过十条
[00:29:23.000 --> 00:29:25.000]  这一反过十条
[00:29:25.000 --> 00:29:27.000]  这一反过十条
[00:29:27.000 --> 00:29:29.000]  这一反过十条
[00:29:29.000 --> 00:29:31.000]  这一反过十条
[00:29:31.000 --> 00:29:33.000]  这一反过十条
[00:29:33.000 --> 00:29:35.000]  这一反过十条
[00:29:35.000 --> 00:29:37.000]  这一反过十条
[00:29:37.000 --> 00:29:39.000]  这一反过十条
[00:29:39.000 --> 00:29:41.000]  这一反过十条
[00:29:41.000 --> 00:29:43.000]  这一反过十条
[00:29:43.000 --> 00:29:45.000]  这一反过十条
[00:29:45.000 --> 00:29:47.000]  这一反过十条
[00:29:47.000 --> 00:29:49.000]  这一反过十条
[00:29:49.000 --> 00:29:51.000]  这一反过十条
[00:29:51.000 --> 00:29:53.000]  这一反过十条
[00:29:53.000 --> 00:29:55.000]  这一反过十条
[00:29:55.000 --> 00:29:57.000]  这一反过十条
[00:29:57.000 --> 00:29:59.000]  这一反过十条
[00:29:59.000 --> 00:30:01.000]  这一反过十条
[00:30:01.000 --> 00:30:03.000]  这一反过十条
[00:30:03.000 --> 00:30:05.000]  这一反过十条
[00:30:05.000 --> 00:30:07.000]  这一反过十条
[00:30:07.000 --> 00:30:09.000]  这一反过十条
[00:30:09.000 --> 00:30:11.000]  这一反过十条
[00:30:11.000 --> 00:30:13.000]  这一反过十条
[00:30:13.000 --> 00:30:15.000]  这一反过十条
[00:30:15.000 --> 00:30:17.000]  这一反过十条
[00:30:17.000 --> 00:30:19.000]  这一反过十条
[00:30:19.000 --> 00:30:21.000]  这一反过十条
[00:30:21.000 --> 00:30:23.000]  这一反过十条
[00:30:23.000 --> 00:30:25.000]  这一反过十条
[00:30:25.000 --> 00:30:27.000]  这一反过十条
[00:30:27.000 --> 00:30:29.000]  这一反过十条
[00:30:29.000 --> 00:30:31.000]  这一反过十条
[00:30:31.000 --> 00:30:33.000]  这一反过十条
[00:30:33.000 --> 00:30:35.000]  这一反过十条
[00:30:35.000 --> 00:30:37.000]  这一反过十条
[00:30:37.000 --> 00:30:39.000]  这一反过十条
[00:30:39.000 --> 00:30:41.000]  这一反过十条
[00:30:41.000 --> 00:30:43.000]  这一反过十条
[00:30:43.000 --> 00:30:45.000]  这一反过十条
[00:30:45.000 --> 00:30:47.000]  这一反过十条
[00:30:47.000 --> 00:30:49.000]  这一反过十条
[00:30:49.000 --> 00:30:51.000]  这一反过十条
[00:30:51.000 --> 00:30:53.000]  这一反过十条
[00:30:53.000 --> 00:30:55.000]  这一反过十条
[00:30:55.000 --> 00:30:57.000]  这一反过十条
[00:30:57.000 --> 00:30:59.000]  这一反过十条
[00:30:59.000 --> 00:31:01.000]  这一反过十条
[00:31:01.000 --> 00:31:03.000]  这一反过十条
[00:31:03.000 --> 00:31:05.000]  这一反过十条
[00:31:05.000 --> 00:31:07.000]  这一反过十条
[00:31:07.000 --> 00:31:09.000]  这一反过十条
[00:31:09.000 --> 00:31:11.000]  这一反过十条
[00:31:11.000 --> 00:31:13.000]  这一反过十条
[00:31:13.000 --> 00:31:15.000]  这一反过十条
[00:31:15.000 --> 00:31:17.000]  这一反过十条
[00:31:17.000 --> 00:31:19.000]  这一反过十条
[00:31:19.000 --> 00:31:21.000]  这一反过十条
[00:31:21.000 --> 00:31:23.000]  这一反过十条
[00:31:23.000 --> 00:31:25.000]  这一反过十条
[00:31:25.000 --> 00:31:27.000]  这一反过十条
[00:31:27.000 --> 00:31:29.000]  这一反过十条
[00:31:29.000 --> 00:31:31.000]  这一反过十条
[00:31:31.000 --> 00:31:33.000]  这一反过十条
[00:31:33.000 --> 00:31:35.000]  这一反过十条
[00:31:35.000 --> 00:31:37.000]  这一反过十条
[00:31:37.000 --> 00:31:39.000]  这一反过十条
[00:31:39.000 --> 00:31:41.000]  这一反过十条
[00:31:41.000 --> 00:31:43.000]  这一反过十条
[00:31:43.000 --> 00:31:45.000]  这一反过十条
[00:31:45.000 --> 00:31:47.000]  这一反过十条
[00:31:47.000 --> 00:31:49.000]  这一反过十条
[00:31:49.000 --> 00:31:51.000]  这一反过十条
[00:31:51.000 --> 00:31:53.000]  这一反过十条
[00:31:53.000 --> 00:31:55.000]  这一反过十条
[00:31:55.000 --> 00:31:57.000]  这一反过十条
[00:31:57.000 --> 00:31:59.000]  这一反过十条
[00:31:59.000 --> 00:32:01.000]  这一反过十条
[00:32:01.000 --> 00:32:03.000]  这一反过十条
[00:32:03.000 --> 00:32:05.000]  这一反过十条
[00:32:05.000 --> 00:32:07.000]  这一反过十条
[00:32:07.000 --> 00:32:09.000]  这一反过十条
[00:32:09.000 --> 00:32:11.000]  这一反过十条
[00:32:11.000 --> 00:32:13.000]  这一反过十条
[00:32:13.000 --> 00:32:15.000]  这一反过十条
[00:32:15.000 --> 00:32:17.000]  这一反过十条
[00:32:17.000 --> 00:32:19.000]  这一反过十条
[00:32:19.000 --> 00:32:21.000]  这一反过十条
[00:32:21.000 --> 00:32:23.000]  这一反过十条
[00:32:23.000 --> 00:32:25.000]  这一反过十条
[00:32:25.000 --> 00:32:27.000]  这一反过十条
[00:32:27.000 --> 00:32:29.000]  这一反过十条
[00:32:29.000 --> 00:32:31.000]  这一反过十条
[00:32:31.000 --> 00:32:33.000]  这一反过十条
[00:32:33.000 --> 00:32:35.000]  这一反过十条
[00:32:35.000 --> 00:32:37.000]  这一反过十条
[00:32:37.000 --> 00:32:39.000]  这一反过十条
[00:32:39.000 --> 00:32:41.000]  这一反过十条
[00:32:41.000 --> 00:32:43.000]  这一反过十条
[00:32:43.000 --> 00:32:45.000]  这一反过十条
[00:32:45.000 --> 00:32:47.000]  这一反过十条
[00:32:47.000 --> 00:32:49.000]  这一反过十条
[00:32:49.000 --> 00:32:51.000]  这一反过十条
[00:32:51.000 --> 00:32:53.000]  这一反过十条
[00:32:53.000 --> 00:32:55.000]  这一反过十条
[00:32:55.000 --> 00:32:57.000]  这一反过十条
[00:32:57.000 --> 00:32:59.000]  这一反过十条
[00:32:59.000 --> 00:33:01.000]  这一反过十条
[00:33:01.000 --> 00:33:03.000]  这一反过十条
[00:33:03.000 --> 00:33:05.000]  这一反过十条
[00:33:05.000 --> 00:33:07.000]  这一反过十条
[00:33:07.000 --> 00:33:09.000]  这一反过十条
[00:33:09.000 --> 00:33:11.000]  这一反过十条
[00:33:11.000 --> 00:33:13.000]  这一反过十条
[00:33:13.000 --> 00:33:15.000]  这一反过十条
[00:33:15.000 --> 00:33:17.000]  这一反过十条
[00:33:17.000 --> 00:33:19.000]  这一反过十条
[00:33:19.000 --> 00:33:21.000]  这一反过十条
[00:33:21.000 --> 00:33:23.000]  这一反过十条
[00:33:23.000 --> 00:33:25.000]  这一反过十条
[00:33:25.000 --> 00:33:27.000]  这一反过十条
[00:33:27.000 --> 00:33:29.000]  这一反过十条
[00:33:29.000 --> 00:33:31.000]  这一反过十条
[00:33:31.000 --> 00:33:33.000]  这一反过十条
[00:33:33.000 --> 00:33:35.000]  这一反过十条
[00:33:35.000 --> 00:33:37.000]  这一反过十条
[00:33:37.000 --> 00:33:39.000]  这一反过十条
[00:33:39.000 --> 00:33:41.000]  这一反过十条
[00:33:41.000 --> 00:33:43.000]  这一反过十条
[00:33:43.000 --> 00:33:45.000]  这一反过十条
[00:33:45.000 --> 00:33:47.000]  这一反过十条
[00:33:47.000 --> 00:33:49.000]  这一反过十条
[00:33:49.000 --> 00:33:51.000]  这一反过十条
[00:33:51.000 --> 00:33:53.000]  这一反过十条
[00:33:53.000 --> 00:33:55.000]  这一反过十条
[00:33:55.000 --> 00:33:57.000]  这一反过十条
[00:33:57.000 --> 00:33:59.000]  这一反过十条
[00:33:59.000 --> 00:34:01.000]  这一反过十条
[00:34:01.000 --> 00:34:03.000]  这一反过十条
[00:34:03.000 --> 00:34:05.000]  这一反过十条
[00:34:05.000 --> 00:34:07.000]  这一反过十条
[00:34:07.000 --> 00:34:09.000]  这一反过十条
[00:34:09.000 --> 00:34:11.000]  这一反过十条
[00:34:11.000 --> 00:34:13.000]  这一反过十条
[00:34:13.000 --> 00:34:15.000]  这一反过十条
[00:34:15.000 --> 00:34:17.000]  这一反过十条
[00:34:17.000 --> 00:34:19.000]  这一反过十条
[00:34:19.000 --> 00:34:21.000]  这一反过十条
[00:34:21.000 --> 00:34:23.000]  这一反过十条
[00:34:23.000 --> 00:34:25.000]  这一反过十条
[00:34:25.000 --> 00:34:27.000]  这一反过十条
[00:34:27.000 --> 00:34:29.000]  这一反过十条
[00:34:29.000 --> 00:34:31.000]  这一反过十条
[00:34:31.000 --> 00:34:33.000]  这一反过十条
[00:34:33.000 --> 00:34:35.000]  这一反过十条
[00:34:35.000 --> 00:34:37.000]  这一反过十条
[00:34:37.000 --> 00:34:39.000]  这一反过十条
[00:34:39.000 --> 00:34:41.000]  这一反过十条
[00:34:41.000 --> 00:34:43.000]  这一反过十条
[00:34:43.000 --> 00:34:45.000]  这一反过十条
[00:34:45.000 --> 00:34:47.000]  这一反过十条
[00:34:47.000 --> 00:34:49.000]  这一反过十条
[00:34:49.000 --> 00:34:51.000]  这一反过十条
[00:34:51.000 --> 00:34:53.000]  这一反过十条
[00:34:53.000 --> 00:34:55.000]  这一反过十条
[00:34:55.000 --> 00:34:57.000]  这一反过十条
[00:34:57.000 --> 00:34:59.000]  这一反过十条
[00:34:59.000 --> 00:35:01.000]  这一反过十条
[00:35:01.000 --> 00:35:03.000]  这一反过十条
[00:35:03.000 --> 00:35:05.000]  这一反过十条
[00:35:05.000 --> 00:35:07.000]  这一反过十条
[00:35:07.000 --> 00:35:09.000]  这一反过十条
[00:35:09.000 --> 00:35:11.000]  这一反过十条
[00:35:11.000 --> 00:35:13.000]  这一反过十条
[00:35:13.000 --> 00:35:15.000]  这一反过十条
[00:35:15.000 --> 00:35:17.000]  这一反过十条
[00:35:17.000 --> 00:35:19.000]  这一反过十条
[00:35:19.000 --> 00:35:21.000]  这一反过十条
[00:35:21.000 --> 00:35:23.000]  这一反过十条
[00:35:23.000 --> 00:35:25.000]  这一反过十条
[00:35:25.000 --> 00:35:27.000]  这一反过十条
[00:35:27.000 --> 00:35:29.000]  这一反过十条
[00:35:29.000 --> 00:35:31.000]  这一反过十条
[00:35:31.000 --> 00:35:33.000]  这一反过十条
[00:35:33.000 --> 00:35:35.000]  这一反过十条
[00:35:35.000 --> 00:35:37.000]  这一反过十条
[00:35:37.000 --> 00:35:39.000]  这一反过十条
[00:35:39.000 --> 00:35:41.000]  这一反过十条
[00:35:41.000 --> 00:35:43.000]  这一反过十条
[00:35:43.000 --> 00:35:45.000]  这一反过十条
[00:35:45.000 --> 00:35:47.000]  这一反过十条
[00:35:47.000 --> 00:35:49.000]  这一反过十条
[00:35:49.000 --> 00:35:51.000]  这一反过十条
[00:35:51.000 --> 00:35:53.000]  这一反过十条
[00:35:53.000 --> 00:35:55.000]  这一反过十条
[00:35:55.000 --> 00:35:57.000]  这一反过十条
[00:35:57.000 --> 00:35:59.000]  这一反过十条
[00:35:59.000 --> 00:36:01.000]  这一反过十条
[00:36:01.000 --> 00:36:03.000]  这一反过十条
[00:36:03.000 --> 00:36:05.000]  这一反过十条
[00:36:05.000 --> 00:36:07.000]  这一反过十条
[00:36:07.000 --> 00:36:09.000]  这一反过十条
[00:36:09.000 --> 00:36:11.000]  这一反过十条
[00:36:11.000 --> 00:36:13.000]  这一反过十条
[00:36:13.000 --> 00:36:15.000]  这一反过十条
[00:36:15.000 --> 00:36:17.000]  这一反过十条
[00:36:17.000 --> 00:36:19.000]  这一反过十条
[00:36:19.000 --> 00:36:21.000]  这一反过十条
[00:36:21.000 --> 00:36:23.000]  这一反过十条
[00:36:23.000 --> 00:36:25.000]  这一反过十条
[00:36:25.000 --> 00:36:27.000]  这一反过十条
[00:36:27.000 --> 00:36:29.000]  这一反过十条
[00:36:29.000 --> 00:36:31.000]  这一反过十条
[00:36:31.000 --> 00:36:33.000]  这一反过十条
[00:36:33.000 --> 00:36:35.000]  这一反过十条
[00:36:35.000 --> 00:36:37.000]  这一反过十条
[00:36:37.000 --> 00:36:39.000]  这一反过十条
[00:36:39.000 --> 00:36:41.000]  这一反过十条
[00:36:41.000 --> 00:36:43.000]  这一反过十条
[00:36:43.000 --> 00:36:45.000]  这一反过十条
[00:36:45.000 --> 00:36:47.000]  这一反过十条
[00:36:47.000 --> 00:36:49.000]  这一反过十条
[00:36:49.000 --> 00:36:51.000]  这一反过十条
[00:36:51.000 --> 00:36:53.000]  这一反过十条
[00:36:53.000 --> 00:36:55.000]  这一反过十条
[00:36:55.000 --> 00:36:57.000]  这一反过十条
[00:36:57.000 --> 00:36:59.000]  这一反过十条
[00:36:59.000 --> 00:37:01.000]  这一反过十条
[00:37:01.000 --> 00:37:03.000]  这一反过十条
[00:37:03.000 --> 00:37:05.000]  这一反过十条
[00:37:05.000 --> 00:37:07.000]  这一反过十条
[00:37:07.000 --> 00:37:09.000]  这一反过十条
[00:37:09.000 --> 00:37:11.000]  这一反过十条
[00:37:11.000 --> 00:37:13.000]  这一反过十条
[00:37:13.000 --> 00:37:15.000]  这一反过十条
[00:37:15.000 --> 00:37:17.000]  这一反过十条
[00:37:17.000 --> 00:37:19.000]  这一反过十条
[00:37:19.000 --> 00:37:21.000]  这一反过十条
[00:37:21.000 --> 00:37:23.000]  这一反过十条
[00:37:23.000 --> 00:37:25.000]  这一反过十条
[00:37:25.000 --> 00:37:27.000]  这一反过十条
[00:37:27.000 --> 00:37:29.000]  这一反过十条
[00:37:29.000 --> 00:37:31.000]  这一反过十条
[00:37:31.000 --> 00:37:33.000]  这一反过十条
[00:37:33.000 --> 00:37:35.000]  这一反过十条
[00:37:35.000 --> 00:37:37.000]  这一反过十条
[00:37:37.000 --> 00:37:39.000]  这一反过十条
[00:37:39.000 --> 00:37:41.000]  这一反过十条
[00:37:41.000 --> 00:37:43.000]  这一反过十条
[00:37:43.000 --> 00:37:45.000]  这一反过十条
[00:37:45.000 --> 00:37:47.000]  这一反过十条
[00:37:47.000 --> 00:37:49.000]  这一反过十条
[00:37:49.000 --> 00:37:51.000]  这一反过十条
[00:37:51.000 --> 00:37:53.000]  这一反过十条
[00:37:53.000 --> 00:37:55.000]  这一反过十条
[00:37:55.000 --> 00:37:57.000]  这一反过十条
[00:37:57.000 --> 00:37:59.000]  这一反过十条
[00:37:59.000 --> 00:38:01.000]  这一反过十条
[00:38:01.000 --> 00:38:03.000]  这一反过十条
[00:38:03.000 --> 00:38:05.000]  这一反过十条
[00:38:05.000 --> 00:38:07.000]  这一反过十条
[00:38:07.000 --> 00:38:09.000]  这一反过十条
[00:38:09.000 --> 00:38:11.000]  这一反过十条
[00:38:11.000 --> 00:38:13.000]  这一反过十条
[00:38:13.000 --> 00:38:15.000]  这一反过十条
[00:38:15.000 --> 00:38:17.000]  这一反过十条
[00:38:17.000 --> 00:38:19.000]  这一反过十条
[00:38:19.000 --> 00:38:21.000]  这一反过十条
[00:38:21.000 --> 00:38:23.000]  这一反过十条
[00:38:23.000 --> 00:38:25.000]  这一反过十条
[00:38:25.000 --> 00:38:27.000]  这一反过十条
[00:38:27.000 --> 00:38:29.000]  这一反过十条
[00:38:29.000 --> 00:38:31.000]  这一反过十条
[00:38:31.000 --> 00:38:33.000]  这一反过十条
[00:38:33.000 --> 00:38:35.000]  这一反过十条
[00:38:35.000 --> 00:38:37.000]  这一反过十条
[00:38:37.000 --> 00:38:39.000]  这一反过十条
[00:38:39.000 --> 00:38:41.000]  这一反过十条
[00:38:41.000 --> 00:38:43.000]  这一反过十条
[00:38:43.000 --> 00:38:45.000]  这一反过十条
[00:38:45.000 --> 00:38:47.000]  这一反过十条
[00:38:47.000 --> 00:38:49.000]  这一反过十条
[00:38:49.000 --> 00:38:51.000]  这一反过十条
[00:38:51.000 --> 00:38:53.000]  这一反过十条
[00:38:53.000 --> 00:38:55.000]  这一反过十条
[00:38:55.000 --> 00:38:57.000]  这一反过十条
[00:38:57.000 --> 00:38:59.000]  这一反过十条
[00:38:59.000 --> 00:39:01.000]  这一反过十条
[00:39:01.000 --> 00:39:03.000]  这一反过十条
[00:39:03.000 --> 00:39:05.000]  这一反过十条
[00:39:05.000 --> 00:39:07.000]  这一反过十条
[00:39:07.000 --> 00:39:09.000]  这一反过十条
[00:39:09.000 --> 00:39:11.000]  这一反过十条
[00:39:11.000 --> 00:39:13.000]  这一反过十条
[00:39:13.000 --> 00:39:15.000]  这一反过十条
[00:39:15.000 --> 00:39:17.000]  这一反过十条
[00:39:17.000 --> 00:39:19.000]  这一反过十条
[00:39:19.000 --> 00:39:21.000]  这一反过十条
[00:39:21.000 --> 00:39:23.000]  这一反过十条
[00:39:23.000 --> 00:39:25.000]  这一反过十条
[00:39:25.000 --> 00:39:27.000]  这一反过十条
[00:39:27.000 --> 00:39:29.000]  这一反过十条
[00:39:29.000 --> 00:39:31.000]  这一反过十条
[00:39:31.000 --> 00:39:33.000]  这一反过十条
[00:39:33.000 --> 00:39:35.000]  这一反过十条
[00:39:35.000 --> 00:39:37.000]  这一反过十条
[00:39:37.000 --> 00:39:39.000]  这一反过十条
[00:39:39.000 --> 00:39:41.000]  这一反过十条
[00:39:41.000 --> 00:39:43.000]  这一反过十条
[00:39:43.000 --> 00:39:45.000]  这一反过十条
[00:39:45.000 --> 00:39:47.000]  这一反过十条
[00:39:47.000 --> 00:39:49.000]  这一反过十条
[00:39:49.000 --> 00:39:51.000]  这一反过十条
[00:39:51.000 --> 00:39:53.000]  这一反过十条
[00:39:53.000 --> 00:39:55.000]  这一反过十条
[00:39:55.000 --> 00:39:57.000]  这一反过十条
[00:39:57.000 --> 00:39:59.000]  这一反过十条
[00:39:59.000 --> 00:40:01.000]  这一反过十条
[00:40:01.000 --> 00:40:03.000]  这一反过十条
[00:40:03.000 --> 00:40:05.000]  这一反过十条
[00:40:05.000 --> 00:40:07.000]  这一反过十条
[00:40:07.000 --> 00:40:09.000]  这一反过十条
[00:40:09.000 --> 00:40:11.000]  这一反过十条
[00:40:11.000 --> 00:40:13.000]  这一反过十条
[00:40:13.000 --> 00:40:15.000]  这一反过十条
[00:40:15.000 --> 00:40:17.000]  这一反过十条
[00:40:17.000 --> 00:40:19.000]  这一反过十条
[00:40:19.000 --> 00:40:21.000]  这一反过十条
[00:40:21.000 --> 00:40:23.000]  这一反过十条
[00:40:23.000 --> 00:40:25.000]  这一反过十条
[00:40:25.000 --> 00:40:27.000]  这一反过十条
[00:40:27.000 --> 00:40:29.000]  这一反过十条
[00:40:29.000 --> 00:40:31.000]  这一反过十条
[00:40:31.000 --> 00:40:33.000]  这一反过十条
[00:40:33.000 --> 00:40:35.000]  这一反过十条
[00:40:35.000 --> 00:40:37.000]  这一反过十条
[00:40:37.000 --> 00:40:39.000]  这一反过十条
[00:40:39.000 --> 00:40:41.000]  所以小桌子已经很明确了
[00:40:41.000 --> 00:40:43.000]  在关键选择选择向下了
[00:40:43.000 --> 00:40:45.000]  你就不要考虑不要犹豫了
[00:40:45.000 --> 00:40:47.000]  这个我们就
[00:40:47.000 --> 00:40:49.000]  关于音线我们就到这里好不好
[00:40:49.000 --> 00:40:51.000]  关于音线我们就到这里了
[00:40:51.000 --> 00:40:53.000]  K线单根K线
[00:40:53.000 --> 00:40:55.000]  大家应该都OK了吧
[00:40:55.000 --> 00:40:57.000]  就是反正课件就看看好了
[00:40:57.000 --> 00:40:59.000]  你们也不要看太多课件
[00:40:59.000 --> 00:41:01.000]  你们如果整理的话就整理
[00:41:01.000 --> 00:41:03.000]  我这三点讲的知识点
[00:41:03.000 --> 00:41:05.000]  课件可以不看
[00:41:05.000 --> 00:41:07.000]  大家明白我的意思吧
[00:41:07.000 --> 00:41:09.000]  课件可以不看
[00:41:09.000 --> 00:41:11.000]  因为我讲我的输出才是最重要的
[00:41:11.000 --> 00:41:13.000]  这个输出是探货
[00:41:13.000 --> 00:41:15.000]  对
[00:41:15.000 --> 00:41:17.000]  这个叫什么这个叫理论功
[00:41:17.000 --> 00:41:19.000]  理论基本功
